archivo,codigo,nombre_planilla,precio_solo_planilla,slug_sugerido,nombre_catalogo,coincidencia,precio_catalogo,revisar,precios_con_accesorios_json
nhp 28.xlsx,B079,LEVEPET 30 AMBAR,311,heaven-30-cc-ambar,Heaven 30 cc Ambar,0.774,311,Sí,"{""SPRAY\nNegra/ nat"": 733, ""CREMA natural / negra"": 871, ""GATILLO GRANDE natural / negro"": 1058, ""GATILLO MINI\n TRIGGER negro"": 1217, ""TAPA CIEGA precinto blanca azul/ roja"": 374, ""TAPA CIEGA \nNEGRA"": 391, ""DISK TOP negra / nat"": 602, ""FLIP TOP \nHONGO"": 550, ""FLIP TOP\nNegra"": 530, ""DIFUSORA\nALUMINIO plata/ oro"": 501, ""TAPA CIEGA\nALUMINIO"": 501}"
nhp 28.xlsx,B080,LEVEPET 50 AMBAR,435,heaven-60-cc-ambar,Heaven 60 cc Ambar,0.71,330,Sí,"{""SPRAY\nNegra/ nat"": 857, ""CREMA natural / negra"": 995, ""GATILLO GRANDE natural / negro"": 1182, ""GATILLO MINI\n TRIGGER negro"": 1341, ""TAPA CIEGA precinto blanca azul/ roja"": 498, ""TAPA CIEGA \nNEGRA"": 515, ""DISK TOP negra / nat"": 726, ""FLIP TOP \nHONGO"": 674, ""FLIP TOP\nNegra"": 654, ""DIFUSORA\nALUMINIO plata/ oro"": 625, ""TAPA CIEGA\nALUMINIO"": 625}"
nhp 28.xlsx,B081,LEVEPET 100 AMBAR,498,heaven-100-cc-ambar,Heaven 100 cc Ambar,0.788,468,Sí,"{""SPRAY\nNegra/ nat"": 920, ""CREMA natural / negra"": 1058, ""GATILLO GRANDE natural / negro"": 1245, ""GATILLO MINI\n TRIGGER negro"": 1404, ""TAPA CIEGA precinto blanca azul/ roja"": 561, ""TAPA CIEGA \nNEGRA"": 578, ""DISK TOP negra / nat"": 789, ""FLIP TOP \nHONGO"": 737, ""FLIP TOP\nNegra"": 717, ""DIFUSORA\nALUMINIO plata/ oro"": 688, ""TAPA CIEGA\nALUMINIO"": 688}"
nhp 28.xlsx,B112,LEVEPET 100 CRISTAL,435,botella-leve-pet-50-ml-cristal,Botella Leve PET 50 ml cristal,0.824,268,Sí,"{""SPRAY\nNegra/ nat"": 857, ""CREMA natural / negra"": 995, ""GATILLO GRANDE natural / negro"": 1182, ""GATILLO MINI\n TRIGGER negro"": 1341, ""TAPA CIEGA precinto blanca azul/ roja"": 498, ""TAPA CIEGA \nNEGRA"": 515, ""DISK TOP negra / nat"": 726, ""FLIP TOP \nHONGO"": 674, ""FLIP TOP\nNegra"": 654, ""DIFUSORA\nALUMINIO plata/ oro"": 625, ""TAPA CIEGA\nALUMINIO"": 625}"
nhp 28.xlsx,S015,LEVEPET 250 AMBAR,580,omega-250-cc-ambar,Omega 250 cc Ambar,0.688,560,Sí,"{""SPRAY\nNegra/ nat"": 1002, ""CREMA natural / negra"": 1140, ""GATILLO GRANDE natural / negro"": 1327, ""GATILLO MINI\n TRIGGER negro"": 1486, ""TAPA CIEGA precinto blanca azul/ roja"": 643, ""TAPA CIEGA \nNEGRA"": 660, ""DISK TOP negra / nat"": 871, ""FLIP TOP \nHONGO"": 819, ""FLIP TOP\nNegra"": 799, ""DIFUSORA\nALUMINIO plata/ oro"": 770, ""TAPA CIEGA\nALUMINIO"": 770}"
nhp 28.xlsx,H001,BOTELLA PET 1000 CRISTAL,698,soft-100-cc-cristal,Soft 100 cc Cristal,0.786,435,Sí,"{""SPRAY\nNegra/ nat"": 1120, ""CREMA natural / negra"": 1258, ""GATILLO GRANDE natural / negro"": 1445, ""GATILLO MINI\n TRIGGER negro"": 1604, ""TAPA CIEGA precinto blanca azul/ roja"": 761, ""TAPA CIEGA \nNEGRA"": 778, ""DISK TOP negra / nat"": 989, ""FLIP TOP \nHONGO"": 937, ""FLIP TOP\nNegra"": 917, ""DIFUSORA\nALUMINIO plata/ oro"": 888, ""TAPA CIEGA\nALUMINIO"": 888}"
nhp 28.xlsx,H014,BOTELLA PET 500 CRISTAL,462,lyon-500-cc-cristal,Lyon 500 cc Cristal,0.815,630,Sí,"{""SPRAY\nNegra/ nat"": 884, ""CREMA natural / negra"": 1022, ""GATILLO GRANDE natural / negro"": 1209, ""GATILLO MINI\n TRIGGER negro"": 1368, ""TAPA CIEGA precinto blanca azul/ roja"": 525, ""TAPA CIEGA \nNEGRA"": 542, ""DISK TOP negra / nat"": 753, ""FLIP TOP \nHONGO"": 701, ""FLIP TOP\nNegra"": 681, ""DIFUSORA\nALUMINIO plata/ oro"": 652, ""TAPA CIEGA\nALUMINIO"": 652}"
nhp 28.xlsx,H003,BOTELLA PET 250 CRISTAL,390,ro-200-cc-cristal,Ro 200 cc Cristal,0.8,435,Sí,"{""SPRAY\nNegra/ nat"": 812, ""CREMA natural / negra"": 950, ""GATILLO GRANDE natural / negro"": 1137, ""GATILLO MINI\n TRIGGER negro"": 1296, ""TAPA CIEGA precinto blanca azul/ roja"": 453, ""TAPA CIEGA \nNEGRA"": 470, ""DISK TOP negra / nat"": 681, ""FLIP TOP \nHONGO"": 629, ""FLIP TOP\nNegra"": 609, ""DIFUSORA\nALUMINIO plata/ oro"": 580, ""TAPA CIEGA\nALUMINIO"": 580}"
nhp 28.xlsx,S017,BOTELLA PET 1000 AMBAR,0,ro-200-cc-ambar,Ro 200 cc Ambar,0.727,468,Sí,"{""SPRAY\nNegra/ nat"": 422, ""CREMA natural / negra"": 560, ""GATILLO GRANDE natural / negro"": 747, ""GATILLO MINI\n TRIGGER negro"": 906, ""TAPA CIEGA precinto blanca azul/ roja"": 63, ""TAPA CIEGA \nNEGRA"": 80, ""DISK TOP negra / nat"": 291, ""FLIP TOP \nHONGO"": 239, ""FLIP TOP\nNegra"": 219, ""DIFUSORA\nALUMINIO plata/ oro"": 190, ""TAPA CIEGA\nALUMINIO"": 190}"
nhp 28.xlsx,J009,BOTELLA PEAD 1000 NATURAL,708,botella-1000-cc-pead-natural,Botella 1000 cc pead natural,0.706,1122,Sí,"{""SPRAY\nNegra/ nat"": 1130, ""CREMA natural / negra"": 1268, ""GATILLO GRANDE natural / negro"": 1455, ""GATILLO MINI\n TRIGGER negro"": 1614, ""TAPA CIEGA precinto blanca azul/ roja"": 771, ""TAPA CIEGA \nNEGRA"": 788, ""DISK TOP negra / nat"": 999, ""FLIP TOP \nHONGO"": 947, ""FLIP TOP\nNegra"": 927, ""DIFUSORA\nALUMINIO plata/ oro"": 898, ""TAPA CIEGA\nALUMINIO"": 898}"
nhp 28.xlsx,s038,BOTELLA PEAD 500 BLANCA,397,omega-500-cc-blanco,Omega 500 cc Blanco,0.774,933,Sí,"{""SPRAY\nNegra/ nat"": 819, ""CREMA natural / negra"": 957, ""GATILLO GRANDE natural / negro"": 1144, ""GATILLO MINI\n TRIGGER negro"": 1303, ""TAPA CIEGA precinto blanca azul/ roja"": 460, ""TAPA CIEGA \nNEGRA"": 477, ""DISK TOP negra / nat"": 688, ""FLIP TOP \nHONGO"": 636, ""FLIP TOP\nNegra"": 616, ""DIFUSORA\nALUMINIO plata/ oro"": 587, ""TAPA CIEGA\nALUMINIO"": 587}"
